# Model Verification Tasks - Generated Fri Jan  2 12:29:22 IST 2026
# Total models: 1001
#
# Each line is a task for a droid to verify a model's Couchbase functionality
# Format: MODEL_NAME|MODEL_PATH|TABLE_NAME
#
Element_OphCiExamination_Triage|modules/OphCiExamination/models/Element_OphCiExamination_Triage.php|et_ophciexamination_triage
Element_OphCiExamination_VisualAcuity|modules/OphCiExamination/models/Element_OphCiExamination_VisualAcuity.php|et_ophciexamination_visualacuity
FamilyHistory|modules/OphCiExamination/models/FamilyHistory.php|et_ophciexamination_familyhistory
FamilyHistoryCondition|modules/OphCiExamination/models/FamilyHistoryCondition.php|ophciexamination_familyhistory_condition
FamilyHistoryRelative|modules/OphCiExamination/models/FamilyHistoryRelative.php|ophciexamination_familyhistory_relative
FamilyHistorySide|modules/OphCiExamination/models/FamilyHistorySide.php|ophciexamination_familyhistory_side
FamilyHistory_Entry|modules/OphCiExamination/models/FamilyHistory_Entry.php|ophciexamination_familyhistory_entry
FreehandDraw|modules/OphCiExamination/models/FreehandDraw.php|et_ophciexamination_freehand_draw
FreehandDraw_Entry|modules/OphCiExamination/models/FreehandDraw_Entry.php|ophciexamination_freehand_draw_entry
HeadPosture|modules/OphCiExamination/models/HeadPosture.php|et_ophciexamination_headposture
HistoryIOP|modules/OphCiExamination/models/HistoryIOP.php|et_ophciexamination_history_iop
HistoryMacro|modules/OphCiExamination/models/HistoryMacro.php|history_macro_id
HistoryMacro_Subspecialty|modules/OphCiExamination/models/HistoryMacro_Subspecialty.php|ophciexamination_history_macro_subspecialty
HistoryMedications|modules/OphCiExamination/models/HistoryMedications.php|et_ophciexamination_history_medications
HistoryMedicationsEntry|modules/OphCiExamination/models/HistoryMedicationsEntry.php|archive_ophciexamination_history_medications_entry
HistoryMedicationsStopReason|modules/OphCiExamination/models/HistoryMedicationsStopReason.php|ophciexamination_medication_stop_reason
HistoryRisks|modules/OphCiExamination/models/HistoryRisks.php|et_ophciexamination_history_risks
HistoryRisksEntry|modules/OphCiExamination/models/HistoryRisksEntry.php|ophciexamination_history_risks_entry
ImportStatus|modules/OphCiExamination/models/ImportStatus.php|import_status
InvestigationComments|modules/OphCiExamination/models/InvestigationComments.php|ophciexamination_investigation_comments
InvoiceStatus|modules/OphCiExamination/models/InvoiceStatus.php|ophciexamination_invoice_status
Lacrimal|modules/OphCiExamination/models/Lacrimal.php|et_ophciexamination_lacrimal
MaculopathyFeature|modules/OphCiExamination/models/MaculopathyFeature.php|ophciexamination_dr_maculopathy_entry
MedicalLids|modules/OphCiExamination/models/MedicalLids.php|et_ophciexamination_medical_lids
MedicationManagement|modules/OphCiExamination/models/MedicationManagement.php|et_ophciexamination_medicationmanagement
MedicationManagementEntry|modules/OphCiExamination/models/MedicationManagementEntry.php|
NinePositions|modules/OphCiExamination/models/NinePositions.php|et_ophciexamination_ninepositions
NinePositions_AlignmentForGaze|modules/OphCiExamination/models/NinePositions_AlignmentForGaze.php|ophciexamination_ninepositions_alignmentforgaze
NinePositions_HorizontalEDeviation|modules/OphCiExamination/models/NinePositions_HorizontalEDeviation.php|ophciexamination_ninepositions_horizontal_e_deviation
NinePositions_HorizontalXDeviation|modules/OphCiExamination/models/NinePositions_HorizontalXDeviation.php|ophciexamination_ninepositions_horizontal_x_deviation
NinePositions_Movement|modules/OphCiExamination/models/NinePositions_Movement.php|ophciexamination_ninepositions_movement
NinePositions_MovementForGaze|modules/OphCiExamination/models/NinePositions_MovementForGaze.php|ophciexamination_ninepositions_movementforgaze
NinePositions_Reading|modules/OphCiExamination/models/NinePositions_Reading.php|ophciexamination_ninepositions_reading
NinePositions_VerticalDeviation|modules/OphCiExamination/models/NinePositions_VerticalDeviation.php|ophciexamination_ninepositions_vertical_deviation
OCT|modules/OphCiExamination/models/OCT.php|et_ophciexamination_oct_new
ObservationEntry|modules/OphCiExamination/models/ObservationEntry.php|ophciexamination_observation_entry
OphCiExaminationAllergy|modules/OphCiExamination/models/OphCiExaminationAllergy.php|ophciexamination_allergy
OphCiExaminationAllergyReaction|modules/OphCiExamination/models/OphCiExaminationAllergyReaction.php|ophciexamination_allergy_reaction
OphCiExaminationAllergySet|modules/OphCiExamination/models/OphCiExaminationAllergySet.php|ophciexamination_allergy_set
OphCiExaminationAllergySetEntry|modules/OphCiExamination/models/OphCiExaminationAllergySetEntry.php|ophciexamination_allergy_set_entry
OphCiExaminationPupillaryAbnormalitySet|modules/OphCiExamination/models/OphCiExaminationPupillaryAbnormalitySet.php|ophciexamination_pupillary_abnormality_set
OphCiExaminationPupillaryAbnormalitySetEntry|modules/OphCiExamination/models/OphCiExaminationPupillaryAbnormalitySetEntry.php|ophciexamination_pupillary_abnormality_set_entry
OphCiExaminationRisk|modules/OphCiExamination/models/OphCiExaminationRisk.php|risk_id
OphCiExaminationRiskSet|modules/OphCiExamination/models/OphCiExaminationRiskSet.php|ophciexamination_risk_set
OphCiExaminationRiskSetEntry|modules/OphCiExamination/models/OphCiExaminationRiskSetEntry.php|ophciexamination_risk_set_entry
OphCiExaminationRisk_Institution|modules/OphCiExamination/models/OphCiExaminationRisk_Institution.php|ophciexamination_risk_institution
OphCiExaminationSystemicDiagnosesSet|modules/OphCiExamination/models/OphCiExaminationSystemicDiagnosesSet.php|ophciexamination_systemic_diagnoses_set
OphCiExaminationSystemicDiagnosesSetEntry|modules/OphCiExamination/models/OphCiExaminationSystemicDiagnosesSetEntry.php|ophciexamination_systemic_diagnoses_set_entry
OphCiExamination_AE_RedFlags_Options|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options.php|ophciexamination_ae_red_flags_option
OphCiExamination_AE_RedFlags_Options_Assignment|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options_Assignment.php|ophciexamination_ae_red_flags_option_assignment
OphCiExamination_AE_RedFlags_Options_Firm|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options_Firm.php|ophciexamination_ae_red_flags_option_firm
OphCiExamination_AE_RedFlags_Options_Institution|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options_Institution.php|ophciexamination_ae_red_flags_option_institution
OphCiExamination_AE_RedFlags_Options_Site|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options_Site.php|ophciexamination_ae_red_flags_option_site
OphCiExamination_AE_RedFlags_Options_Specialty|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options_Specialty.php|ophciexamination_ae_red_flags_option_specialty
OphCiExamination_AE_RedFlags_Options_Subspecialty|modules/OphCiExamination/models/OphCiExamination_AE_RedFlags_Options_Subspecialty.php|ophciexamination_ae_red_flags_option_subspecialty
OphCiExamination_AnteriorSegment_CCT_Method|modules/OphCiExamination/models/OphCiExamination_AnteriorSegment_CCT_Method.php|ophciexamination_anteriorsegment_cct_method
OphCiExamination_AnteriorSegment_Cortical|modules/OphCiExamination/models/OphCiExamination_AnteriorSegment_Cortical.php|ophciexamination_anteriorsegment_cortical
OphCiExamination_AnteriorSegment_Nuclear|modules/OphCiExamination/models/OphCiExamination_AnteriorSegment_Nuclear.php|ophciexamination_anteriorsegment_nuclear
OphCiExamination_AnteriorSegment_Pupil|modules/OphCiExamination/models/OphCiExamination_AnteriorSegment_Pupil.php|ophciexamination_anteriorsegment_pupil
OphCiExamination_Attribute|modules/OphCiExamination/models/OphCiExamination_Attribute.php|ophciexamination_attribute
OphCiExamination_AttributeElement|modules/OphCiExamination/models/OphCiExamination_AttributeElement.php|ophciexamination_attribute_element
OphCiExamination_AttributeOption|modules/OphCiExamination/models/OphCiExamination_AttributeOption.php|ophciexamination_attribute_option
OphCiExamination_BlebAssessment_CentralArea|modules/OphCiExamination/models/OphCiExamination_BlebAssessment_CentralArea.php|ophciexamination_bleb_assessment_central_area
OphCiExamination_BlebAssessment_Height|modules/OphCiExamination/models/OphCiExamination_BlebAssessment_Height.php|ophciexamination_bleb_assessment_height
OphCiExamination_BlebAssessment_MaxArea|modules/OphCiExamination/models/OphCiExamination_BlebAssessment_MaxArea.php|ophciexamination_bleb_assessment_max_area
OphCiExamination_BlebAssessment_Vascularity|modules/OphCiExamination/models/OphCiExamination_BlebAssessment_Vascularity.php|ophciexamination_bleb_assessment_vascularity
OphCiExamination_CXL_CL_Removed|modules/OphCiExamination/models/OphCiExamination_CXL_CL_Removed.php|ophciexamination_cxl_cl_removed
OphCiExamination_CXL_Ocular_Surface_Disease|modules/OphCiExamination/models/OphCiExamination_CXL_Ocular_Surface_Disease.php|ophciexamination_cxl_ocular_surface_disease
OphCiExamination_CXL_Outcome|modules/OphCiExamination/models/OphCiExamination_CXL_Outcome.php|ophciexamination_cxl_outcome
OphCiExamination_CXL_Outcome_Diagnosis|modules/OphCiExamination/models/OphCiExamination_CXL_Outcome_Diagnosis.php|ophciexamination_cxl_outcome_diagnosis
OphCiExamination_CXL_Quality_Score|modules/OphCiExamination/models/OphCiExamination_CXL_Quality_Score.php|ophciexamination_cxl_quality_score
OphCiExamination_CataractSurgicalManagement_Eye|modules/OphCiExamination/models/OphCiExamination_CataractSurgicalManagement_Eye.php|ophciexamination_cataractsurgicalmanagement_eye
OphCiExamination_CataractSurgicalManagement_SuitableForSurgeon|modules/OphCiExamination/models/OphCiExamination_CataractSurgicalManagement_SuitableForSurgeon.php|ophciexamination_cataractsurgicalmanagement_sfsurgeon
OphCiExamination_ClinicOutcome_Risk_Status|modules/OphCiExamination/models/OphCiExamination_ClinicOutcome_Risk_Status.php|ophciexamination_clinicoutcome_risk_status
OphCiExamination_ClinicOutcome_Role|modules/OphCiExamination/models/OphCiExamination_ClinicOutcome_Role.php|ophciexamination_clinicoutcome_role
OphCiExamination_ClinicOutcome_Status|modules/OphCiExamination/models/OphCiExamination_ClinicOutcome_Status.php|ophciexamination_clinicoutcome_status
OphCiExamination_ClinicOutcome_Template|modules/OphCiExamination/models/OphCiExamination_ClinicOutcome_Template.php|ophciexamination_clinicoutcome_template
OphCiExamination_ClinicProcedure|modules/OphCiExamination/models/OphCiExamination_ClinicProcedure.php|ophciexamination_clinic_procedure
OphCiExamination_ClinicProcedures_Entry|modules/OphCiExamination/models/OphCiExamination_ClinicProcedures_Entry.php|ophciexamination_clinic_procedures_entry
OphCiExamination_ColourVision_Method|modules/OphCiExamination/models/OphCiExamination_ColourVision_Method.php|ophciexamination_colourvision_method
OphCiExamination_ColourVision_Reading|modules/OphCiExamination/models/OphCiExamination_ColourVision_Reading.php|ophciexamination_colourvision_reading
OphCiExamination_ColourVision_Value|modules/OphCiExamination/models/OphCiExamination_ColourVision_Value.php|ophciexamination_colourvision_value
OphCiExamination_Comorbidities_Assignment|modules/OphCiExamination/models/OphCiExamination_Comorbidities_Assignment.php|ophciexamination_comorbidities_assignment
OphCiExamination_Comorbidities_Item|modules/OphCiExamination/models/OphCiExamination_Comorbidities_Item.php|ophciexamination_comorbidities_item
OphCiExamination_DRGrading_ClinicalMaculopathy|modules/OphCiExamination/models/OphCiExamination_DRGrading_ClinicalMaculopathy.php|ophciexamination_drgrading_clinicalmaculopathy
OphCiExamination_DRGrading_ClinicalRetinopathy|modules/OphCiExamination/models/OphCiExamination_DRGrading_ClinicalRetinopathy.php|ophciexamination_drgrading_clinicalretinopathy
OphCiExamination_DRGrading_Feature|modules/OphCiExamination/models/OphCiExamination_DRGrading_Feature.php|ophciexamination_drgrading_feature
OphCiExamination_DRGrading_NSCMaculopathy|modules/OphCiExamination/models/OphCiExamination_DRGrading_NSCMaculopathy.php|ophciexamination_drgrading_nscmaculopathy
OphCiExamination_DRGrading_NSCRetinopathy|modules/OphCiExamination/models/OphCiExamination_DRGrading_NSCRetinopathy.php|ophciexamination_drgrading_nscretinopathy
OphCiExamination_Diagnosis|modules/OphCiExamination/models/OphCiExamination_Diagnosis.php|ophciexamination_diagnosis
OphCiExamination_Dilation_Drugs|modules/OphCiExamination/models/OphCiExamination_Dilation_Drugs.php|ophciexamination_dilation_drugs
OphCiExamination_Dilation_Treatment|modules/OphCiExamination/models/OphCiExamination_Dilation_Treatment.php|ophciexamination_dilation_treatment
OphCiExamination_DropRelProb|modules/OphCiExamination/models/OphCiExamination_DropRelProb.php|ophciexamination_managementrelproblem
OphCiExamination_Drops|modules/OphCiExamination/models/OphCiExamination_Drops.php|ophciexamination_managementdrops
OphCiExamination_ElementSet|modules/OphCiExamination/models/OphCiExamination_ElementSet.php|reference
OphCiExamination_ElementSetItem|modules/OphCiExamination/models/OphCiExamination_ElementSetItem.php|reference
OphCiExamination_Et_PostOpComplications|modules/OphCiExamination/models/OphCiExamination_Et_PostOpComplications.php|ophciexamination_postop_et_complications
OphCiExamination_Event_ElementSet_Assignment|modules/OphCiExamination/models/OphCiExamination_Event_ElementSet_Assignment.php|ophciexamination_event_elementset_assignment
OphCiExamination_EyeDrawBase|modules/OphCiExamination/models/OphCiExamination_EyeDrawBase.php|
OphCiExamination_FurtherFindings_Assignment|modules/OphCiExamination/models/OphCiExamination_FurtherFindings_Assignment.php|ophciexamination_further_findings_assignment
OphCiExamination_GlaucomaRisk_Risk|modules/OphCiExamination/models/OphCiExamination_GlaucomaRisk_Risk.php|ophciexamination_glaucomarisk_risk
OphCiExamination_GlaucomaStatus|modules/OphCiExamination/models/OphCiExamination_GlaucomaStatus.php|ophciexamination_managementglaucomastatus
OphCiExamination_Gonioscopy_Description|modules/OphCiExamination/models/OphCiExamination_Gonioscopy_Description.php|ophciexamination_gonioscopy_description
OphCiExamination_Gonioscopy_Iris|modules/OphCiExamination/models/OphCiExamination_Gonioscopy_Iris.php|ophciexamination_gonioscopy_iris
OphCiExamination_InjectionManagementComplex_Answer|modules/OphCiExamination/models/OphCiExamination_InjectionManagementComplex_Answer.php|ophciexamination_injectmanagecomplex_answer
OphCiExamination_InjectionManagementComplex_NoTreatmentReason|modules/OphCiExamination/models/OphCiExamination_InjectionManagementComplex_NoTreatmentReason.php|ophciexamination_injectmanagecomplex_notreatmentreason
OphCiExamination_InjectionManagementComplex_Question|modules/OphCiExamination/models/OphCiExamination_InjectionManagementComplex_Question.php|ophciexamination_injectmanagecomplex_question
OphCiExamination_InjectionManagementComplex_Risk|modules/OphCiExamination/models/OphCiExamination_InjectionManagementComplex_Risk.php|ophciexamination_injectmanagecomplex_risk
OphCiExamination_InjectionManagementComplex_RiskAssignment|modules/OphCiExamination/models/OphCiExamination_InjectionManagementComplex_RiskAssignment.php|ophciexamination_injectmanagecomplex_risk_assignment
OphCiExamination_Instrument|modules/OphCiExamination/models/OphCiExamination_Instrument.php|instrument_id
OphCiExamination_Instrument_Institution|modules/OphCiExamination/models/OphCiExamination_Instrument_Institution.php|ophciexamination_instrument_institution
OphCiExamination_IntraocularPressure_Reading|modules/OphCiExamination/models/OphCiExamination_IntraocularPressure_Reading.php|ophciexamination_intraocularpressure_reading
OphCiExamination_IntraocularPressure_Value|modules/OphCiExamination/models/OphCiExamination_IntraocularPressure_Value.php|ophciexamination_intraocularpressure_value
OphCiExamination_Investigation_Codes|modules/OphCiExamination/models/OphCiExamination_Investigation_Codes.php|et_ophciexamination_investigation_codes
OphCiExamination_Investigation_Entry|modules/OphCiExamination/models/OphCiExamination_Investigation_Entry.php|et_ophciexamination_investigation_entry
OphCiExamination_Keratoconus_Stage|modules/OphCiExamination/models/OphCiExamination_Keratoconus_Stage.php|ophciexamination_keratoconus_stage
OphCiExamination_LaserManagement_LaserType|modules/OphCiExamination/models/OphCiExamination_LaserManagement_LaserType.php|ophciexamination_lasermanagement_lasertype
OphCiExamination_ManagementSurgery|modules/OphCiExamination/models/OphCiExamination_ManagementSurgery.php|ophciexamination_managementsurgery
OphCiExamination_Management_DeferralReason|modules/OphCiExamination/models/OphCiExamination_Management_DeferralReason.php|ophciexamination_management_deferralreason
OphCiExamination_Management_Status|modules/OphCiExamination/models/OphCiExamination_Management_Status.php|ophciexamination_management_status
OphCiExamination_NearVisualAcuity_Reading|modules/OphCiExamination/models/OphCiExamination_NearVisualAcuity_Reading.php|ophciexamination_nearvisualacuity_reading
OphCiExamination_OCT_FluidStatus|modules/OphCiExamination/models/OphCiExamination_OCT_FluidStatus.php|ophciexamination_oct_fluidstatus
OphCiExamination_OCT_FluidType|modules/OphCiExamination/models/OphCiExamination_OCT_FluidType.php|ophciexamination_oct_fluidtype
OphCiExamination_OCT_FluidTypeAssignment|modules/OphCiExamination/models/OphCiExamination_OCT_FluidTypeAssignment.php|ophciexamination_oct_fluidtype_assignment
OphCiExamination_OCT_Method|modules/OphCiExamination/models/OphCiExamination_OCT_Method.php|ophciexamination_oct_method
OphCiExamination_OpticDisc_CDRatio|modules/OphCiExamination/models/OphCiExamination_OpticDisc_CDRatio.php|ophciexamination_opticdisc_cd_ratio
OphCiExamination_OpticDisc_Lens|modules/OphCiExamination/models/OphCiExamination_OpticDisc_Lens.php|ophciexamination_opticdisc_lens
OphCiExamination_OverallPeriod|modules/OphCiExamination/models/OphCiExamination_OverallPeriod.php|ophciexamination_overallperiod
OphCiExamination_Pain_Entry|modules/OphCiExamination/models/OphCiExamination_Pain_Entry.php|ophciexamination_pain_entry
OphCiExamination_PostOpComplications|modules/OphCiExamination/models/OphCiExamination_PostOpComplications.php|ophciexamination_postop_complications
OphCiExamination_Primary_Reason_For_Surgery|modules/OphCiExamination/models/OphCiExamination_Primary_Reason_For_Surgery.php|ophciexamination_primary_reason_for_surgery
OphCiExamination_PupillaryAbnormalities_Abnormality|modules/OphCiExamination/models/OphCiExamination_PupillaryAbnormalities_Abnormality.php|ophciexamination_pupillaryabnormalities_abnormality
OphCiExamination_Qualitative_Scale|modules/OphCiExamination/models/OphCiExamination_Qualitative_Scale.php|ophciexamination_qualitative_scale
OphCiExamination_Qualitative_Scale_Value|modules/OphCiExamination/models/OphCiExamination_Qualitative_Scale_Value.php|ophciexamination_qualitative_scale_value
OphCiExamination_Refraction_Reading|modules/OphCiExamination/models/OphCiExamination_Refraction_Reading.php|ophciexamination_refraction_reading
OphCiExamination_Refraction_Type|modules/OphCiExamination/models/OphCiExamination_Refraction_Type.php|ophciexamination_refraction_type
OphCiExamination_Safeguarding_Concern|modules/OphCiExamination/models/OphCiExamination_Safeguarding_Concern.php|ophciexamination_safeguarding_concern
OphCiExamination_Safeguarding_Entry|modules/OphCiExamination/models/OphCiExamination_Safeguarding_Entry.php|ophciexamination_safeguarding_entry
OphCiExamination_Safeguarding_Outcome|modules/OphCiExamination/models/OphCiExamination_Safeguarding_Outcome.php|ophciexamination_safeguarding_outcome
OphCiExamination_Scan_Quality|modules/OphCiExamination/models/OphCiExamination_Scan_Quality.php|ophciexamination_scan_quality
OphCiExamination_Signature|modules/OphCiExamination/models/OphCiExamination_Signature.php|ophciexamination_signature
OphCiExamination_Slit_Lamp_Conditions|modules/OphCiExamination/models/OphCiExamination_Slit_Lamp_Conditions.php|ophciexamination_slit_lamp_conditions
OphCiExamination_Slit_Lamp_Cornea|modules/OphCiExamination/models/OphCiExamination_Slit_Lamp_Cornea.php|ophciexamination_slit_lamp_cornea
OphCiExamination_Specular_Microscope|modules/OphCiExamination/models/OphCiExamination_Specular_Microscope.php|ophciexamination_specular_microscope
OphCiExamination_TargetIop|modules/OphCiExamination/models/OphCiExamination_TargetIop.php|ophciexamination_targetiop
OphCiExamination_Tomographer_Device|modules/OphCiExamination/models/OphCiExamination_Tomographer_Device.php|ophciexamination_tomographer_device
OphCiExamination_Topographer_Device|modules/OphCiExamination/models/OphCiExamination_Topographer_Device.php|ophciexamination_topographer_device
OphCiExamination_Triage|modules/OphCiExamination/models/OphCiExamination_Triage.php|ophciexamination_triage
OphCiExamination_Triage_ChiefComplaint|modules/OphCiExamination/models/OphCiExamination_Triage_ChiefComplaint.php|ophciexamination_triage_chief_complaint
OphCiExamination_Triage_EyeInjury|modules/OphCiExamination/models/OphCiExamination_Triage_EyeInjury.php|ophciexamination_triage_eye_injury
OphCiExamination_Triage_Priority|modules/OphCiExamination/models/OphCiExamination_Triage_Priority.php|ophciexamination_triage_priority
OphCiExamination_Van_Herick|modules/OphCiExamination/models/OphCiExamination_Van_Herick.php|ophciexamination_van_herick
OphCiExamination_VisitInterval|modules/OphCiExamination/models/OphCiExamination_VisitInterval.php|ophciexamination_visitinterval
OphCiExamination_VisualAcuityFixation|modules/OphCiExamination/models/OphCiExamination_VisualAcuityFixation.php|ophciexamination_visual_acuity_fixation
OphCiExamination_VisualAcuityOccluder|modules/OphCiExamination/models/OphCiExamination_VisualAcuityOccluder.php|ophciexamination_visual_acuity_occluder
OphCiExamination_VisualAcuitySource|modules/OphCiExamination/models/OphCiExamination_VisualAcuitySource.php|ophciexamination_visual_acuity_source
OphCiExamination_VisualAcuityUnit|modules/OphCiExamination/models/OphCiExamination_VisualAcuityUnit.php|ophciexamination_visual_acuity_unit
OphCiExamination_VisualAcuityUnitValue|modules/OphCiExamination/models/OphCiExamination_VisualAcuityUnitValue.php|ophciexamination_visual_acuity_unit_value
OphCiExamination_VisualAcuity_Method|modules/OphCiExamination/models/OphCiExamination_VisualAcuity_Method.php|ophciexamination_visualacuity_method
OphCiExamination_VisualAcuity_Reading|modules/OphCiExamination/models/OphCiExamination_VisualAcuity_Reading.php|ophciexamination_visualacuity_reading
OphCiExamination_Workflow|modules/OphCiExamination/models/OphCiExamination_Workflow.php|reference
OphCiExamination_Workflow_Rule|modules/OphCiExamination/models/OphCiExamination_Workflow_Rule.php|reference
PastSurgery|modules/OphCiExamination/models/PastSurgery.php|et_ophciexamination_pastsurgery
PastSurgery_Operation|modules/OphCiExamination/models/PastSurgery_Operation.php|ophciexamination_pastsurgery_op
PostOpDiplopiaRisk|modules/OphCiExamination/models/PostOpDiplopiaRisk.php|et_ophciexamination_postopdiplopiarisk
PrismFusionRange|modules/OphCiExamination/models/PrismFusionRange.php|et_ophciexamination_prismfusionrange
PrismFusionRange_Entry|modules/OphCiExamination/models/PrismFusionRange_Entry.php|ophciexamination_prismfusionrange_entry
PrismReflex|modules/OphCiExamination/models/PrismReflex.php|et_ophciexamination_prismreflex
PrismReflex_Entry|modules/OphCiExamination/models/PrismReflex_Entry.php|ophciexamination_prismreflex_entry
PrismReflex_Finding|modules/OphCiExamination/models/PrismReflex_Finding.php|ophciexamination_prismreflex_finding
PrismReflex_PrismBase|modules/OphCiExamination/models/PrismReflex_PrismBase.php|ophciexamination_prismreflex_prismbase
PrismReflex_PrismDioptre|modules/OphCiExamination/models/PrismReflex_PrismDioptre.php|ophciexamination_prismreflex_prismdioptre
PupillaryAbnormalities|modules/OphCiExamination/models/PupillaryAbnormalities.php|et_ophciexamination_pupillary_abnormalities
PupillaryAbnormalityEntry|modules/OphCiExamination/models/PupillaryAbnormalityEntry.php|ophciexamination_pupillary_abnormality_entry
RedReflex|modules/OphCiExamination/models/RedReflex.php|et_ophciexamination_red_reflex
RetinopathyFeature|modules/OphCiExamination/models/RetinopathyFeature.php|ophciexamination_dr_retinopathy_entry
Retinoscopy|modules/OphCiExamination/models/Retinoscopy.php|et_ophciexamination_retinoscopy
Retinoscopy_WorkingDistance|modules/OphCiExamination/models/Retinoscopy_WorkingDistance.php|ophciexamination_retinoscopy_working_distance
SensoryFunction|modules/OphCiExamination/models/SensoryFunction.php|et_ophciexamination_sensoryfunction
SensoryFunction_Distance|modules/OphCiExamination/models/SensoryFunction_Distance.php|ophciexamination_sensoryfunction_distance
SensoryFunction_Entry|modules/OphCiExamination/models/SensoryFunction_Entry.php|ophciexamination_sensoryfunction_entry
SensoryFunction_EntryType|modules/OphCiExamination/models/SensoryFunction_EntryType.php|ophciexamination_sensoryfunction_entrytype
SensoryFunction_Result|modules/OphCiExamination/models/SensoryFunction_Result.php|ophciexamination_sensoryfunction_result
SocialHistory|modules/OphCiExamination/models/SocialHistory.php|et_ophciexamination_socialhistory
SocialHistoryAccommodation|modules/OphCiExamination/models/SocialHistoryAccommodation.php|ophciexamination_socialhistory_accommodation
SocialHistoryCarer|modules/OphCiExamination/models/SocialHistoryCarer.php|ophciexamination_socialhistory_carer
SocialHistoryDrivingStatus|modules/OphCiExamination/models/SocialHistoryDrivingStatus.php|ophciexamination_socialhistory_driving_status
SocialHistoryDrivingStatusAssignment|modules/OphCiExamination/models/SocialHistoryDrivingStatusAssignment.php|ophciexamination_socialhistory_driving_status_assignment
SocialHistoryOccupation|modules/OphCiExamination/models/SocialHistoryOccupation.php|ophciexamination_socialhistory_occupation
SocialHistorySmokingStatus|modules/OphCiExamination/models/SocialHistorySmokingStatus.php|ophciexamination_socialhistory_smoking_status
SocialHistorySubstanceMisuse|modules/OphCiExamination/models/SocialHistorySubstanceMisuse.php|ophciexamination_socialhistory_substance_misuse
StereoAcuity|modules/OphCiExamination/models/StereoAcuity.php|et_ophciexamination_stereoacuity
StereoAcuity_Entry|modules/OphCiExamination/models/StereoAcuity_Entry.php|ophciexamination_stereoacuity_entry
StereoAcuity_Method|modules/OphCiExamination/models/StereoAcuity_Method.php|ophciexamination_stereoacuity_method
StrabismusManagement|modules/OphCiExamination/models/StrabismusManagement.php|et_ophciexamination_strabismusmanagement
StrabismusManagement_Entry|modules/OphCiExamination/models/StrabismusManagement_Entry.php|ophciexamination_strabismusmanagement_entry
StrabismusManagement_Treatment|modules/OphCiExamination/models/StrabismusManagement_Treatment.php|ophciexamination_strabismusmanagement_treatment
StrabismusManagement_TreatmentOption|modules/OphCiExamination/models/StrabismusManagement_TreatmentOption.php|ophciexamination_strabismusmanagement_treatmentoption
StrabismusManagement_TreatmentReason|modules/OphCiExamination/models/StrabismusManagement_TreatmentReason.php|ophciexamination_strabismusmanagement_treatmentreason
SurgicalHistorySet|modules/OphCiExamination/models/SurgicalHistorySet.php|ophciexamination_surgical_history_set
SurgicalHistorySetEntry|modules/OphCiExamination/models/SurgicalHistorySetEntry.php|ophciexamination_surgical_history_set_entry
SurgicalLids|modules/OphCiExamination/models/SurgicalLids.php|et_ophciexamination_surgical_lids
Synoptophore|modules/OphCiExamination/models/Synoptophore.php|et_ophciexamination_synoptophore
Synoptophore_Deviation|modules/OphCiExamination/models/Synoptophore_Deviation.php|ophciexamination_synoptophore_deviation
Synoptophore_Direction|modules/OphCiExamination/models/Synoptophore_Direction.php|ophciexamination_synoptophore_direction
Synoptophore_ReadingForGaze|modules/OphCiExamination/models/Synoptophore_ReadingForGaze.php|ophciexamination_synoptophore_readingforgaze
SystemicDiagnoses|modules/OphCiExamination/models/SystemicDiagnoses.php|et_ophciexamination_systemic_diagnoses
SystemicDiagnoses_Diagnosis|modules/OphCiExamination/models/SystemicDiagnoses_Diagnosis.php|ophciexamination_systemic_diagnoses_diagnosis
SystemicDiagnoses_RequiredDiagnosisCheck|modules/OphCiExamination/models/SystemicDiagnoses_RequiredDiagnosisCheck.php|ophciexamination_systemic_diagnoses_req_diag_check
SystemicSurgery|modules/OphCiExamination/models/SystemicSurgery.php|et_ophciexamination_systemicsurgery
SystemicSurgerySet|modules/OphCiExamination/models/SystemicSurgerySet.php|ophciexamination_systemic_surgery_set
SystemicSurgerySetEntry|modules/OphCiExamination/models/SystemicSurgerySetEntry.php|ophciexamination_systemic_surgery_set_entry
SystemicSurgery_Operation|modules/OphCiExamination/models/SystemicSurgery_Operation.php|et_ophciexamination_systemicsurgery_op
VanHerick|modules/OphCiExamination/models/VanHerick.php|et_ophciexamination_van_herick
Vitreous|modules/OphCiExamination/models/Vitreous.php|ophciexamination_vitreous
Element_OphCiPhasing_IntraocularPressure|modules/OphCiPhasing/models/Element_OphCiPhasing_IntraocularPressure.php|et_ophciphasing_intraocularpressure
OphCiPhasing_Instrument|modules/OphCiPhasing/models/OphCiPhasing_Instrument.php|ophciphasing_instrument
OphCiPhasing_Reading|modules/OphCiPhasing/models/OphCiPhasing_Reading.php|ophciphasing_reading
